id,item_id,listing_id,title,brand,category,price,price_text,original_price,original_price_text,discount_percent,discount_amount,discount_text,rating,rating_count,review_count,rating_breakdown,specifications,key_specs,warranty_summary,availability_status,is_available,buyability_intent,is_flipkart_advantage,swatch_available,currency,analytics_category,analytics_sub_category,market_place,image_url,url,fetched_at
ACCGAU6GRGWZCCVQ,itm25169429bfb89,LSTACCGAU6GRGWZCCVQXWNBBO,"Mivi Fort S60 with 2 inBuilt Subwoofers, 3EQ Modes, Remote Ctrl 60 W Bluetooth Soundbar",Mivi,Soundbar,1799,₹1799,6999,₹6999,74,5200,74% off,4.3,53250.0,7042.0,"{'1': 3060, '2': 1347, '3': 3582, '4': 12660, '5': 32601}","{'subtitle': 'Black, 2.2 Channel', 'category': 'Soundbar', 'analytics_category': 'EntertainmentSmall', 'analytics_sub_category': 'HomeAudio'}",,,IN_STOCK,True,POSITIVE,True,True,INR,EntertainmentSmall,HomeAudio,FLIPKART,https://rukmini1.flixcart.com/image/832/832/l0r1j0w0/speaker/8/s/w/-original-imagch7jzhc2yefp.jpeg?q=75,https://www.flipkart.com/mivi-fort-s60-2-inbuilt-subwoofers-3eq-modes-remote-ctrl-60-w-bluetooth-soundbar/p/itm25169429bfb89?pid=ACCGAU6GRGWZCCVQ&lid=LSTACCGAU6GRGWZCCVQXWNBBO&marketplace=FLIPKART&q=bluetooth+speakers&store=0pm%2F0o7,2026-06-11T08:57:17.598Z
ACCH3MUYDSWNP3CS,itm38449f86ec63f,LSTACCH3MUYDSWNP3CS6ZS3T9,"Mivi Fort H350 Soundbar, 350 Watts, 5.1 Channel, Multi-Input and EQ Modes, BT v5.1 350 W Bluetooth Soundbar",Mivi,Soundbar,5299,₹5299,34999,₹34999,84,29700,84% off,4.1,23132.0,2337.0,"{'1': 2239, '2': 785, '3': 1743, '4': 4994, '5': 13371}","{'subtitle': 'Black, 5.1 Channel', 'category': 'Soundbar', 'analytics_category': 'EntertainmentSmall', 'analytics_sub_category': 'HomeAudio'}",,,IN_STOCK,True,POSITIVE,True,True,INR,EntertainmentSmall,HomeAudio,FLIPKART,https://rukmini1.flixcart.com/image/832/832/xif0q/speaker/t/0/n/-original-imah4bzezrvt7bzp.jpeg?q=75,https://www.flipkart.com/mivi-fort-h350-soundbar-350-watts-5-1-channel-multi-input-eq-modes-bt-v5-1-w-bluetooth-soundbar/p/itm38449f86ec63f?pid=ACCH3MUYDSWNP3CS&lid=LSTACCH3MUYDSWNP3CS6ZS3T9&marketplace=FLIPKART&q=bluetooth+speakers&store=0pm%2F0o7,2026-06-11T08:57:17.599Z
ACCGBYWPTXMGAZAR,itm54d893795466f,LSTACCGBYWPTXMGAZARPEAFPV,"ZEBRONICS Vita Pro, Dual drivers,Upto 10H Playback,TWS, AUX/USB/mSD,LED display,wall mount 24 W Bluetooth Speaker",ZEBRONICS,MobileSpeaker,999,₹999,3499,₹3499,71,2500,71% off,4.0,97696.0,9392.0,"{'1': 10345, '2': 4415, '3': 10015, '4': 22186, '5': 50735}","{'subtitle': 'Black, Stereo Channel', 'category': 'MobileSpeaker', 'analytics_category': 'PersonalAudio', 'analytics_sub_category': 'MobileSpeaker'}",,,IN_STOCK,True,POSITIVE,False,True,INR,PersonalAudio,MobileSpeaker,FLIPKART,https://rukmini1.flixcart.com/image/832/832/xif0q/speaker/soundbar/u/c/f/zeb-vita-pro-zebronics-original-imahhjtxgfyuhxen.jpeg?q=75,https://www.flipkart.com/zebronics-vita-pro-dual-drivers-upto-10h-playback-tws-aux-usb-msd-led-display-wall-mount-24-w-bluetooth-speaker/p/itm54d893795466f?pid=ACCGBYWPTXMGAZAR&lid=LSTACCGBYWPTXMGAZARPEAFPV&marketplace=FLIPKART&q=bluetooth+speakers&store=0pm%2F0o7&spotlightTagId=default_BestsellerId_0pm%2F0o7,2026-06-11T08:57:17.599Z
ACCHE6PJAAHZTVVG,itm1db7fe3c6f94c,LSTACCHE6PJAAHZTVVGOOTXWT,"Dubstep Pop 1400 With 14W Output, 16 Hrs Playtime, 52mm Drivers, TWS Pairing Wireless 14 W Bluetooth Speaker",Dubstep,MobileSpeaker,649,₹649,6999,₹6999,90,6350,90% off,4.3,1056.0,139.0,"{'1': 59, '2': 40, '3': 88, '4': 250, '5': 619}","{'subtitle': 'Black, Stereo Channel', 'category': 'MobileSpeaker', 'analytics_category': 'PersonalAudio', 'analytics_sub_category': 'MobileSpeaker'}",,,IN_STOCK,True,POSITIVE,True,True,INR,PersonalAudio,MobileSpeaker,FLIPKART,https://rukmini1.flixcart.com/image/832/832/xif0q/speaker/mobile-tablet-speaker/u/3/s/pop-1400-with-14w-output-16-hrs-playtime-52mm-drivers-tws-original-imahe6pjegs4ggf9.jpeg?q=75,https://www.flipkart.com/dubstep-pop-1400-14w-output-16-hrs-playtime-52mm-drivers-tws-pairing-wireless-14-w-bluetooth-speaker/p/itm1db7fe3c6f94c?pid=ACCHE6PJAAHZTVVG&lid=LSTACCHE6PJAAHZTVVGOOTXWT&marketplace=FLIPKART&q=bluetooth+speakers&store=0pm%2F0o7,2026-06-11T08:57:17.599Z
ACCGGHH6MXJK6SB3,itm08029347893ca,LSTACCGGHH6MXJK6SB3SW6ABF,MZ M412SP (PORTABLE BLUETOOTH SPEAKER) Dynamic Thunder Sound With High Bass 5 W Bluetooth Speaker,MZ,MobileSpeaker,294,₹294,799,₹799,63,505,63% off,4.1,34073.0,2062.0,"{'1': 3241, '2': 1666, '3': 3320, '4': 7135, '5': 18711}","{'subtitle': 'Multicolor, Stereo Channel', 'category': 'MobileSpeaker', 'analytics_category': 'PersonalAudio', 'analytics_sub_category': 'MobileSpeaker'}",,,IN_STOCK,True,POSITIVE,True,True,INR,PersonalAudio,MobileSpeaker,FLIPKART,https://rukmini1.flixcart.com/image/832/832/xif0q/speaker/mobile-tablet-speaker/l/b/j/m412sp-portable-dynamic-thunder-sound-with-high-bass-mz-original-imahmvtuzzyv4cb3.jpeg?q=75,https://www.flipkart.com/mz-m412sp-portable-bluetooth-speaker-dynamic-thunder-sound-high-bass-5-w-speaker/p/itm08029347893ca?pid=ACCGGHH6MXJK6SB3&lid=LSTACCGGHH6MXJK6SB3SW6ABF&marketplace=FLIPKART&q=bluetooth+speakers&store=0pm%2F0o7&spotlightTagId=default_BestsellerId_0pm%2F0o7,2026-06-11T08:57:17.599Z
ACCH9RTERC6SYRPK,itm65ee3a99b70b0,LSTACCH9RTERC6SYRPKFEQPKG,"MarQ by Flipkart Thunder 350, 350 Watts, 5.1 Channel, Immersive cinematic experience, EQ Modes 350 W Bluetooth Soundbar",MarQ,Soundbar,4499,₹4499,19999,₹19999,77,15500,77% off,4.1,406.0,50.0,"{'1': 41, '2': 15, '3': 35, '4': 86, '5': 229}","{'subtitle': 'Black, 5.1 Channel', 'category': 'Soundbar', 'analytics_category': 'EntertainmentSmall', 'analytics_sub_category': 'HomeAudio'}",,,IN_STOCK,True,POSITIVE,True,True,INR,EntertainmentSmall,HomeAudio,FLIPKART,https://rukmini1.flixcart.com/image/832/832/xif0q/speaker/w/r/y/-original-imahezhywwydpynh.jpeg?q=75,https://www.flipkart.com/marq-flipkart-thunder-350-350-watts-5-1-channel-immersive-cinematic-experience-eq-modes-w-bluetooth-soundbar/p/itm65ee3a99b70b0?pid=ACCH9RTERC6SYRPK&lid=LSTACCH9RTERC6SYRPKFEQPKG&marketplace=FLIPKART&q=bluetooth+speakers&store=0pm%2F0o7,2026-06-11T08:57:17.599Z
ACCHBQRDQPCQEXZ3,itmd7f6817c443d7,LSTACCHBQRDQPCQEXZ3JHNMFX,JAXTER Bluetooth Wireless Fm Radio Speaker with USB Input & Hands-Free (10W RMS Power) 7 W Bluetooth Speaker,JAXTER,MobileSpeaker,500,₹500,1499,₹1499,66,999,66% off,3.9,164.0,20.0,"{'1': 27, '2': 8, '3': 10, '4': 24, '5': 95}","{'subtitle': 'Pink, 2.1 Channel', 'category': 'MobileSpeaker', 'analytics_category': 'PersonalAudio', 'analytics_sub_category': 'MobileSpeaker'}",,,IN_STOCK,True,POSITIVE,False,True,INR,PersonalAudio,MobileSpeaker,FLIPKART,https://rukmini1.flixcart.com/image/832/832/xif0q/speaker/mobile-tablet-speaker/o/1/6/bluetooth-wireless-fm-radio-speaker-with-usb-input-hands-free-original-imahgwhpmbxxbjgu.jpeg?q=75,https://www.flipkart.com/jaxter-bluetooth-wireless-fm-radio-speaker-usb-input-hands-free-10w-rms-power-7-w/p/itmd7f6817c443d7?pid=ACCHBQRDQPCQEXZ3&lid=LSTACCHBQRDQPCQEXZ3JHNMFX&marketplace=FLIPKART&q=bluetooth+speakers&store=0pm%2F0o7,2026-06-11T08:57:17.599Z
ACCHM9UN757HWAWD,itmec9b8033dcf2e,LSTACCHM9UN757HWAWDDDYHND,GOOD FUN High Sound Quality TV Sound Bars with Detachable Subwoofer SoundBar Surround35 20 W Bluetooth Speaker,GOOD,MobileSpeaker,894,₹894,6999,₹6999,87,6105,87% off,,,,"{'1': 0, '2': 0, '3': 0, '4': 0, '5': 0}","{'subtitle': 'Black, 5.1 Channel', 'category': 'MobileSpeaker', 'analytics_category': 'PersonalAudio', 'analytics_sub_category': 'MobileSpeaker'}",,,IN_STOCK,True,POSITIVE,True,True,INR,PersonalAudio,MobileSpeaker,FLIPKART,https://rukmini1.flixcart.com/image/832/832/xif0q/speaker/mobile-tablet-speaker/x/t/q/high-sound-quality-tv-sound-bars-with-detachable-subwoofer-original-imahmbxmqyuqze4y.jpeg?q=75,https://www.flipkart.com/good-fun-high-sound-quality-tv-bars-detachable-subwoofer-soundbar-surround35-20-w-bluetooth-speaker/p/itmec9b8033dcf2e?pid=ACCHM9UN757HWAWD&lid=LSTACCHM9UN757HWAWDDDYHND&marketplace=FLIPKART&q=bluetooth+speakers&store=0pm%2F0o7,2026-06-11T08:57:17.599Z
ACCH5GHCZAGEUA9R,itm9b37510cfe2e6,LSTACCH5GHCZAGEUA9RSOZ0I5,"FITRIC M3 (PORTABLE BLUETOOTH MINI SPEAKER) Dynamic Metal Sound With High Bass with Google, Alexa & Siri Assistant Smart Speaker",FITRIC,SmartSpeaker,286,₹286,999,₹999,71,713,71% off,3.8,18364.0,1205.0,"{'1': 3203, '2': 1315, '3': 1820, '4': 2547, '5': 9479}","{'subtitle': 'Multicolor', 'category': 'SmartSpeaker', 'analytics_category': 'PersonalAudio', 'analytics_sub_category': 'MobileSpeaker'}",,,IN_STOCK,True,POSITIVE,False,True,INR,PersonalAudio,MobileSpeaker,FLIPKART,https://rukmini1.flixcart.com/image/832/832/xif0q/speaker/smart-speaker/5/p/a/m3-portable-bluetooth-mini-speaker-dynamic-metal-sound-with-high-original-imah5ghbz6tqn68z.jpeg?q=75,https://www.flipkart.com/fitric-m3-portable-bluetooth-mini-speaker-dynamic-metal-sound-high-bass-google-alexa-siri-assistant-smart-speaker/p/itm9b37510cfe2e6?pid=ACCH5GHCZAGEUA9R&lid=LSTACCH5GHCZAGEUA9RSOZ0I5&marketplace=FLIPKART&q=bluetooth+speakers&store=0pm%2F0o7,2026-06-11T08:57:17.599Z
ACCHBS35JZZQH3VN,itmdc5e2fc294117,LSTACCHBS35JZZQH3VNDLIXGD,"MarQ by Flipkart Thunder with Dual Drivers, Upto 6Hrs of Playback, RGB LED lights 16 W Bluetooth Soundbar",MarQ,Soundbar,499,₹499,2999,₹2999,83,2500,83% off,4.0,616.0,55.0,"{'1': 67, '2': 28, '3': 70, '4': 136, '5': 315}","{'subtitle': 'Black, 2.0 Channel', 'category': 'Soundbar', 'analytics_category': 'EntertainmentSmall', 'analytics_sub_category': 'HomeAudio'}",,,IN_STOCK,True,POSITIVE,True,True,INR,EntertainmentSmall,HomeAudio,FLIPKART,https://rukmini1.flixcart.com/image/832/832/xif0q/speaker/o/5/z/-original-imahhzfr9ehztkrx.jpeg?q=75,https://www.flipkart.com/marq-flipkart-thunder-dual-drivers-upto-6hrs-playback-rgb-led-lights-16-w-bluetooth-soundbar/p/itmdc5e2fc294117?pid=ACCHBS35JZZQH3VN&lid=LSTACCHBS35JZZQH3VNDLIXGD&marketplace=FLIPKART&q=bluetooth+speakers&store=0pm%2F0o7&spotlightTagId=default_TrendingId_0pm%2F0o7,2026-06-11T08:57:17.599Z
